,URL,Name ,Price
31,https://www.flipkart.com/redmi-note-11-horizon-blue-128-gb/p/itm2a388ca843b21?pid=MOBGHXQYMX4SPNJM&lid=LSTMOBGHXQYMX4SPNJMS0QKWQ&marketplace=FLIPKART&q=redmi&store=tyy%2F4io&srno=s_2_34&otracker=search&otracker1=search&fm=organic&iid=790be9c6-5ddf-442c-9130-b13c4dedf6db.MOBGHXQYMX4SPNJM.SEARCH&ppt=None&ppn=None&ssid=3qdd5v2r6o0000001669040886289&qH=9b6bf0057c19bd94,"Redmi Note 11 (Space Black, 64 GB)","₹13,590"
32,https://www.flipkart.com/redmi-note-10-pro-vintage-bronze-128-gb/p/itmb4b28cb04dce7?pid=MOBGB725PZQYDN4D&lid=LSTMOBGB725PZQYDN4D6D3DUF&marketplace=FLIPKART&q=redmi&store=tyy%2F4io&srno=s_2_37&otracker=search&otracker1=search&fm=organic&iid=790be9c6-5ddf-442c-9130-b13c4dedf6db.MOBGB725PZQYDN4D.SEARCH&ppt=None&ppn=None&ssid=3qdd5v2r6o0000001669040886289&qH=9b6bf0057c19bd94,"Redmi Note 11 (Horizon Blue, 64 GB)","₹12,990"
33,https://www.flipkart.com/redmi-note-11s-space-black-128-gb/p/itmb8642d8e0f169?pid=MOBGBWYMRHGXNZGC&lid=LSTMOBGBWYMRHGXNZGC2WALJ9&marketplace=FLIPKART&q=redmi&store=tyy%2F4io&srno=s_2_40&otracker=search&otracker1=search&fm=organic&iid=790be9c6-5ddf-442c-9130-b13c4dedf6db.MOBGBWYMRHGXNZGC.SEARCH&ppt=None&ppn=None&ssid=3qdd5v2r6o0000001669040886289&qH=9b6bf0057c19bd94,"Redmi Note 11 (Horizon Blue, 128 GB)","₹15,185"
34,https://www.flipkart.com/redmi-10a-sea-blue-32-gb/p/itmab0d50e81ec2e?pid=MOBGDRGHADGM3XJS&lid=LSTMOBGDRGHADGM3XJSXPJKFV&marketplace=FLIPKART&q=redmi&store=tyy%2F4io&srno=s_2_29&otracker=search&otracker1=search&fm=organic&iid=790be9c6-5ddf-442c-9130-b13c4dedf6db.MOBGDRGHADGM3XJS.SEARCH&ppt=None&ppn=None&ssid=3qdd5v2r6o0000001669040886289&qH=9b6bf0057c19bd94,"Redmi 9A Sport (Carbon Black, 32 GB)","₹6,998"
35,https://www.flipkart.com/redmi-9-activ-metallic-purple-128-gb/p/itm402b05b1ff23f?pid=MOBG7F5HFKDM23Q8&lid=LSTMOBG7F5HFKDM23Q81VKLPB&marketplace=FLIPKART&q=redmi&store=tyy%2F4io&srno=s_2_27&otracker=search&otracker1=search&fm=organic&iid=790be9c6-5ddf-442c-9130-b13c4dedf6db.MOBG7F5HFKDM23Q8.SEARCH&ppt=None&ppn=None&ssid=3qdd5v2r6o0000001669040886289&qH=9b6bf0057c19bd94,"REDMI 10 Prime (Phantom Black, 64 GB)","₹12,249"
36,https://www.flipkart.com/redmi-9-activ-coral-green-128-gb/p/itm25310a61a8d78?pid=MOBG7FNGKTZMF2FQ&lid=LSTMOBG7FNGKTZMF2FQ9YJJV0&marketplace=FLIPKART&q=redmi&store=tyy%2F4io&srno=s_2_31&otracker=search&otracker1=search&fm=organic&iid=790be9c6-5ddf-442c-9130-b13c4dedf6db.MOBG7FNGKTZMF2FQ.SEARCH&ppt=None&ppn=None&ssid=3qdd5v2r6o0000001669040886289&qH=9b6bf0057c19bd94,"REDMI Note 10 Pro (Vintage Bronze, 128 GB)","₹15,999"
37,https://www.flipkart.com/redmi-10-prime-phantom-black-64-gb/p/itm4281c35aec89a?pid=MOBG6RGHHA2DGZZY&lid=LSTMOBG6RGHHA2DGZZYNOEVXC&marketplace=FLIPKART&q=redmi&store=tyy%2F4io&srno=s_2_36&otracker=search&otracker1=search&fm=organic&iid=790be9c6-5ddf-442c-9130-b13c4dedf6db.MOBG6RGHHA2DGZZY.SEARCH&ppt=None&ppn=None&ssid=3qdd5v2r6o0000001669040886289&qH=9b6bf0057c19bd94,"REDMI Note 11 SE (Cosmic White, 64 GB)","₹12,999"
38,https://www.flipkart.com/redmi-note-10-pro-max-vintage-bronze-128-gb/p/itm02a7f06662d36?pid=MOBGB725DAFRFAVC&lid=LSTMOBGB725DAFRFAVCGJNXDL&marketplace=FLIPKART&q=redmi&store=tyy%2F4io&srno=s_2_30&otracker=search&otracker1=search&fm=organic&iid=790be9c6-5ddf-442c-9130-b13c4dedf6db.MOBGB725DAFRFAVC.SEARCH&ppt=None&ppn=None&ssid=3qdd5v2r6o0000001669040886289&qH=9b6bf0057c19bd94,"Redmi 9A Sport (Metallic Blue, 32 GB)","₹6,859"
39,https://www.flipkart.com/redmi-a1-light-blue-32-gb/p/itmc25a41ed1907d?pid=MOBGHWHWHABHZSQM&lid=LSTMOBGHWHWHABHZSQMHY3SCI&marketplace=FLIPKART&q=redmi&store=tyy%2F4io&srno=s_2_43&otracker=search&otracker1=search&fm=organic&iid=790be9c6-5ddf-442c-9130-b13c4dedf6db.MOBGHWHWHABHZSQM.SEARCH&ppt=None&ppn=None&ssid=3qdd5v2r6o0000001669040886289&qH=9b6bf0057c19bd94,"REDMI Note 11S (Space Black, 128 GB)","₹15,999"
40,https://www.flipkart.com/redmi-10a-slate-grey-64-gb/p/itm755830dd54ae1?pid=MOBGDRGV2UAGZYZG&lid=LSTMOBGDRGV2UAGZYZGZ79KEA&marketplace=FLIPKART&q=redmi&store=tyy%2F4io&srno=s_2_41&otracker=search&otracker1=search&fm=organic&iid=790be9c6-5ddf-442c-9130-b13c4dedf6db.MOBGDRGV2UAGZYZG.SEARCH&ppt=None&ppn=None&ssid=3qdd5v2r6o0000001669040886289&qH=9b6bf0057c19bd94,"REDMI 10A (Slate grey, 64 GB)","₹8,889"
